Flight Number_ARR,Status_ARR,Scheduled_Time_ARR,Stand,Stand_Type,Terminal,Flight Number_DEP,Status_DEP,Scheduled_Time_DEP,Gate_DEP
,,,G9,Bridge,3.0,FI6002,DEP,2025-07-10 21:50:00+02:00,G9
CZ1349,"ARR,EXP",2025-07-10 21:50:00+02:00,,,4.0,,,,
,,,C7,Bridge,1.0,KL1299,"DEP,DEL",2025-07-10 21:50:00+02:00,C7
CI9598,"ARR,EXP",2025-07-10 21:50:00+02:00,,,4.0,,,,
,,,D27,Bridge,2.0,VS6957,DEP,2025-07-10 21:50:00+02:00,D27
,,,D27,Bridge,2.0,KL1083,DEP,2025-07-10 21:50:00+02:00,D27
QR3779,"ARR,EXP",2025-07-10 21:50:00+02:00,,,1.0,,,,
CZ7772,"ARR,EXP",2025-07-10 21:55:00+02:00,,,3.0,,,,
EJU1754,"ARR,EXP",2025-07-10 21:55:00+02:00,,,4.0,,,,
AM6360,"ARR,EXP",2025-07-10 21:55:00+02:00,,,3.0,,,,
AM6251,ARR,2025-07-10 22:00:00+02:00,,,2.0,,,,
EY041,"ARR,EXP",2025-07-10 19:15:00+02:00,E20,Bridge,3.0,EY042,DEP,2025-07-10 22:00:00+02:00,E20
GA8994,"ARR,EXP",2025-07-10 19:15:00+02:00,E20,Bridge,3.0,GA8995,DEP,2025-07-10 22:00:00+02:00,E20
,,,E20,Bridge,3.0,EY042,DEP,2025-07-10 22:00:00+02:00,E20
,,,E20,Bridge,3.0,GA8995,DEP,2025-07-10 22:00:00+02:00,E20
,,,F5,Bridge,3.0,GA9992,DEP,2025-07-10 22:15:00+02:00,F5
,,,F5,Bridge,3.0,LY8201,DEP,2025-07-10 22:15:00+02:00,F5
,,,F5,Bridge,3.0,KL8990,DEP,2025-07-10 22:15:00+02:00,F5
,,,F5,Bridge,3.0,AM0026,DEP,2025-07-10 22:15:00+02:00,F5
VS7029,"ARR,EXP",2025-07-10 22:15:00+02:00,,,2.0,,,,
KL8991,"ARR,EXP",2025-07-10 18:35:00+02:00,F5,Bridge,3.0,KL8990,DEP,2025-07-10 22:15:00+02:00,F5
AM0025,"ARR,EXP",2025-07-10 18:35:00+02:00,F5,Bridge,3.0,AM0026,DEP,2025-07-10 22:15:00+02:00,F5
GA9993,"ARR,EXP",2025-07-10 18:35:00+02:00,F5,Bridge,3.0,GA9992,DEP,2025-07-10 22:15:00+02:00,F5
LY8202,"ARR,EXP",2025-07-10 18:35:00+02:00,F5,Bridge,3.0,LY8201,DEP,2025-07-10 22:15:00+02:00,F5
QR283,"ARR,EXP",2025-07-10 21:00:00+02:00,F6,Bridge,3.0,QR284,DEP,2025-07-10 22:20:00+02:00,F6
,,,F6,Bridge,3.0,QR284,DEP,2025-07-10 22:20:00+02:00,F6
EJU7964,"ARR,EXP",2025-07-10 22:20:00+02:00,,,4.0,,,,
CD466,"ARR,EXP",2025-07-10 22:25:00+02:00,,,3.0,,,,
AM6420,"ARR,EXP",2025-07-10 22:25:00+02:00,,,2.0,,,,
,,,D4,Bridge,2.0,MF9758,DEP,2025-07-10 22:40:00+02:00,D4
,,,D4,Bridge,2.0,KL0945,DEP,2025-07-10 22:40:00+02:00,D4
,,,D6,Bridge,2.0,VS6925,DEP,2025-07-10 22:40:00+02:00,D6
KL1062,"ARR,EXP",2025-07-10 19:15:00+02:00,D6,Bridge,2.0,KL1063,DEP,2025-07-10 22:40:00+02:00,D6
,,,D6,Bridge,2.0,KL1025,DEP,2025-07-10 22:40:00+02:00,D6
DL9537,ARR,2025-07-10 11:55:00+02:00,D41,Bridge,2.0,DL9536,DEP,2025-07-10 22:40:00+02:00,D41
MU1936,"ARR,EXP",2025-07-10 10:55:00+02:00,D2,Bridge,2.0,MU1937,DEP,2025-07-10 22:40:00+02:00,D2
KL1024,"ARR,EXP",2025-07-10 19:35:00+02:00,D6,Bridge,2.0,KL1025,DEP,2025-07-10 22:40:00+02:00,D6
KL0946,ARR,2025-07-10 09:00:00+02:00,D4,Bridge,2.0,KL0945,DEP,2025-07-10 22:40:00+02:00,D4
MF9757,"ARR,EXP",2025-07-10 19:25:00+02:00,D4,Bridge,2.0,MF9758,DEP,2025-07-10 22:40:00+02:00,D4
,,,D6,Bridge,2.0,AF3206,DEP,2025-07-10 22:40:00+02:00,D6
DL9535,ARR,2025-07-10 08:55:00+02:00,D41,Bridge,2.0,DL9536,DEP,2025-07-10 22:40:00+02:00,D41
KL1130,ARR,2025-07-10 20:05:00+02:00,D41,Bridge,2.0,KL1131,DEP,2025-07-10 22:40:00+02:00,D41
KL0960,"ARR,EXP",2025-07-10 19:50:00+02:00,D2,Bridge,2.0,KL0961,DEP,2025-07-10 22:40:00+02:00,D2
BT6046,"ARR,EXP",2025-07-10 08:40:00+02:00,D4,Bridge,2.0,BT6045,DEP,2025-07-10 22:40:00+02:00,D4
,,,D6,Bridge,2.0,KQ1527,DEP,2025-07-10 22:40:00+02:00,D6
VS6994,"ARR,EXP",2025-07-10 08:35:00+02:00,D4,Bridge,2.0,VS6993,DEP,2025-07-10 22:40:00+02:00,D4
,,,D41,Bridge,2.0,KL1131,DEP,2025-07-10 22:40:00+02:00,D41
,,,D6,Bridge,2.0,VS7002,DEP,2025-07-10 22:40:00+02:00,D6
,,,D4,Bridge,2.0,AM6280,DEP,2025-07-10 22:40:00+02:00,D4
,,,D41,Bridge,2.0,DL9536,DEP,2025-07-10 22:40:00+02:00,D41
,,,D4,Bridge,2.0,BT6045,DEP,2025-07-10 22:40:00+02:00,D4
,,,D4,Bridge,2.0,KQ1481,DEP,2025-07-10 22:40:00+02:00,D4
,,,D6,Bridge,2.0,KQ1551,DEP,2025-07-10 22:40:00+02:00,D6
,,,D4,Bridge,2.0,VS6993,DEP,2025-07-10 22:40:00+02:00,D4
,,,D6,Bridge,2.0,AF8387,DEP,2025-07-10 22:40:00+02:00,D6
,,,D4,Bridge,2.0,MU1631,DEP,2025-07-10 22:40:00+02:00,D4
MU1938,"ARR,EXP",2025-07-10 08:20:00+02:00,D2,Bridge,2.0,MU1937,DEP,2025-07-10 22:40:00+02:00,D2
,,,D6,Bridge,2.0,KL1063,DEP,2025-07-10 22:40:00+02:00,D6
,,,D2,Bridge,2.0,KL0961,DEP,2025-07-10 22:40:00+02:00,D2
,,,D2,Bridge,2.0,MU1937,DEP,2025-07-10 22:40:00+02:00,D2
,,,D2,Bridge,2.0,VS7100,DEP,2025-07-10 22:40:00+02:00,D2
,,,D2,Bridge,2.0,KQ0965,DEP,2025-07-10 22:40:00+02:00,D2
,,,D4,Bridge,2.0,MU1631,DEP,2025-07-10 22:40:00+02:00,D4
,,,,,,FX4335,DEP,2025-07-10 23:00:00+02:00,
CZ7766,"ARR,EXP",2025-07-10 23:00:00+02:00,,,4.0,,,,
HV6492,"ARR,EXP",2025-07-10 23:00:00+02:00,,,3.0,,,,
MF9670,"ARR,EXP",2025-07-10 23:00:00+02:00,,,3.0,,,,
VS7075,"ARR,EXP",2025-07-10 23:00:00+02:00,,,3.0,,,,
CZ7739,"ARR,EXP",2025-07-10 23:00:00+02:00,,,3.0,,,,
KL1508,"ARR,EXP",2025-07-10 23:00:00+02:00,,,4.0,,,,
VS6939,ARR,2025-07-10 23:00:00+02:00,,,3.0,,,,
MF9657,"ARR,EXP",2025-07-10 23:00:00+02:00,,,4.0,,,,
AR7814,"ARR,EXP",2025-07-10 23:00:00+02:00,,,4.0,,,,
CZ7752,"ARR,EXP",2025-07-10 23:05:00+02:00,,,4.0,,,,
KL1226,"ARR,EXP",2025-07-10 23:05:00+02:00,,,4.0,,,,
MF9306,"ARR,EXP",2025-07-10 23:05:00+02:00,,,4.0,,,,
SK6636,"ARR,EXP",2025-07-10 23:05:00+02:00,,,4.0,,,,
TK1955,"ARR,EXP",2025-07-10 21:45:00+02:00,F8,Bridge,3.0,TK1956,DEP,2025-07-10 23:10:00+02:00,F8
,,,,,,QY1239,DEP,2025-07-10 23:10:00+02:00,
,,,F8,Bridge,3.0,TK1956,DEP,2025-07-10 23:10:00+02:00,F8
KL2688,ARR,2025-07-10 23:15:00+02:00,,,1.0,,,,
HV5218,ARR,2025-07-10 23:15:00+02:00,,,1.0,,,,
VS7054,"ARR,EXP",2025-07-10 23:20:00+02:00,,,3.0,,,,
KL1016,"ARR,EXP",2025-07-10 23:20:00+02:00,,,3.0,,,,
MF9645,"ARR,EXP",2025-07-10 23:20:00+02:00,,,3.0,,,,
CZ7733,"ARR,EXP",2025-07-10 23:20:00+02:00,,,3.0,,,,
G35580,"ARR,EXP",2025-07-10 23:25:00+02:00,,,4.0,,,,
OR1188,"ARR,EXP",2025-07-10 23:25:00+02:00,,,4.0,,,,
HV5628,"ARR,EXP",2025-07-10 23:30:00+02:00,,,1.0,,,,
KL2680,"ARR,EXP",2025-07-10 23:30:00+02:00,,,1.0,,,,
KL2660,ARR,2025-07-10 23:35:00+02:00,,,1.0,,,,
HV5362,ARR,2025-07-10 23:35:00+02:00,,,1.0,,,,
KL2750,"ARR,EXP",2025-07-10 23:45:00+02:00,,,3.0,,,,
HV6342,"ARR,EXP",2025-07-10 23:45:00+02:00,,,3.0,,,,
G35607,"ARR,EXP",2025-07-10 23:50:00+02:00,,,3.0,,,,
HV5622,ARR,2025-07-10 18:35:00+02:00,R010,Remote,1.0,HV5623,DEP,2025-07-11 05:00:00+02:00,D71
HV5792,ARR,2025-07-10 13:00:00+02:00,R022,Remote,1.0,HV5791,DEP,2025-07-11 05:00:00+02:00,D87
KL2568,ARR,2025-07-10 23:15:00+02:00,C11,Bridge,1.0,KL2567,DEP,2025-07-11 05:00:00+02:00,C11
KL2741,ARR,2025-07-10 11:25:00+02:00,C12,Bridge,1.0,KL2742,DEP,2025-07-11 05:15:00+02:00,C12
KL2637,"ARR,EXP",2025-07-10 19:55:00+02:00,R016,Remote,1.0,KL2636,DEP,2025-07-11 05:20:00+02:00,D81
KL1498,ARR,2025-07-10 11:40:00+02:00,B3,Bridge,1.0,KL1497,DEP,2025-07-11 06:30:00+02:00,B3
DL9300,ARR,2025-07-10 13:40:00+02:00,B3,Bridge,1.0,DL9299,DEP,2025-07-11 06:30:00+02:00,B3
MU1556,"ARR,EXP",2025-07-10 10:00:00+02:00,R021,Remote,1.0,MU1555,DEP,2025-07-11 06:40:00+02:00,D86
AF8372,ARR,2025-07-10 07:50:00+02:00,R021,Remote,1.0,AF8373,DEP,2025-07-11 06:40:00+02:00,D86
HV6118,ARR,2025-07-10 14:20:00+02:00,C14,Bridge,1.0,HV6117,DEP,2025-07-11 06:45:00+02:00,C14
KL2652,ARR,2025-07-10 14:20:00+02:00,C14,Bridge,1.0,KL2651,DEP,2025-07-11 06:45:00+02:00,C14
DL9605,ARR,2025-07-10 07:50:00+02:00,B20,Bridge,1.0,DL9606,DEP,2025-07-11 06:50:00+02:00,B20
CI8588,"ARR,EXP",2025-07-10 08:40:00+02:00,R014,Remote,1.0,CI8589,DEP,2025-07-11 06:50:00+02:00,D78
MF9715,ARR,2025-07-10 08:55:00+02:00,R014,Remote,1.0,MF9716,DEP,2025-07-11 06:50:00+02:00,D78
KL1900,ARR,2025-07-10 08:55:00+02:00,R014,Remote,1.0,KL1901,DEP,2025-07-11 06:50:00+02:00,D78
KL1702,"ARR,EXP",2025-07-10 09:00:00+02:00,B20,Bridge,1.0,KL1701,DEP,2025-07-11 06:50:00+02:00,B20
MF9352,"ARR,EXP",2025-07-10 07:00:00+02:00,B20,Bridge,1.0,MF9353,DEP,2025-07-11 06:50:00+02:00,B20
KL1700,"ARR,EXP",2025-07-10 07:00:00+02:00,B20,Bridge,1.0,KL1701,DEP,2025-07-11 06:50:00+02:00,B20
MF9354,"ARR,EXP",2025-07-10 09:00:00+02:00,B20,Bridge,1.0,MF9353,DEP,2025-07-11 06:50:00+02:00,B20
KE6432,ARR,2025-07-10 16:05:00+02:00,B22,Bridge,1.0,KE6431,DEP,2025-07-11 06:55:00+02:00,B22
KE6416,"ARR,EXP",2025-07-10 20:30:00+02:00,B18,Bridge,1.0,KE6417,DEP,2025-07-11 06:55:00+02:00,B18
MU1580,ARR,2025-07-10 13:20:00+02:00,B7,Bridge,1.0,MU1579,DEP,2025-07-11 06:55:00+02:00,B7
MF9617,"ARR,EXP",2025-07-10 10:45:00+02:00,B18,Bridge,1.0,MF9616,DEP,2025-07-11 06:55:00+02:00,B18
KL1930,"ARR,EXP",2025-07-10 10:45:00+02:00,B18,Bridge,1.0,KL1929,DEP,2025-07-11 06:55:00+02:00,B18
MF9309,ARR,2025-07-10 11:35:00+02:00,R015,Remote,1.0,MF9308,DEP,2025-07-11 06:55:00+02:00,D79
KL1198,ARR,2025-07-10 11:10:00+02:00,B22,Bridge,1.0,KL1197,DEP,2025-07-11 06:55:00+02:00,B22
CZ7620,ARR,2025-07-10 13:35:00+02:00,R015,Remote,1.0,CZ7619,DEP,2025-07-11 06:55:00+02:00,D79
G35546,ARR,2025-07-10 11:40:00+02:00,R012,Remote,1.0,G35547,DEP,2025-07-11 06:55:00+02:00,D74
SK6628,ARR,2025-07-10 11:35:00+02:00,B22,Bridge,1.0,SK6627,DEP,2025-07-11 06:55:00+02:00,B22
HV5462,ARR,2025-07-10 11:20:00+02:00,C13,Bridge,1.0,HV5463,DEP,2025-07-11 06:55:00+02:00,C13
KE6434,"ARR,EXP",2025-07-10 19:10:00+02:00,B3,Bridge,1.0,KE6435,DEP,2025-07-11 06:55:00+02:00,B3
MF9705,ARR,2025-07-10 11:10:00+02:00,B22,Bridge,1.0,MF9704,DEP,2025-07-11 06:55:00+02:00,B22
KL1502,"ARR,EXP",2025-07-10 13:00:00+02:00,R012,Remote,1.0,KL1501,DEP,2025-07-11 06:55:00+02:00,D74
KE6418,ARR,2025-07-10 18:55:00+02:00,R015,Remote,1.0,KE6419,DEP,2025-07-11 06:55:00+02:00,D79
MF9651,"ARR,EXP",2025-07-10 13:00:00+02:00,R012,Remote,1.0,MF9650,DEP,2025-07-11 06:55:00+02:00,D74
KL1750,ARR,2025-07-10 07:15:00+02:00,B3,Bridge,1.0,KL1751,DEP,2025-07-11 06:55:00+02:00,B3
MU1784,ARR,2025-07-10 13:25:00+02:00,B18,Bridge,1.0,MU1785,DEP,2025-07-11 06:55:00+02:00,B18
KL1352,"ARR,EXP",2025-07-10 10:25:00+02:00,B16,Bridge,1.0,KL1351,DEP,2025-07-11 06:55:00+02:00,B16
DL9531,"ARR,EXP",2025-07-10 07:00:00+02:00,B16,Bridge,1.0,DL9532,DEP,2025-07-11 06:55:00+02:00,B16
MF9615,ARR,2025-07-10 08:55:00+02:00,B18,Bridge,1.0,MF9616,DEP,2025-07-11 06:55:00+02:00,B18
SK6626,"ARR,EXP",2025-07-10 08:35:00+02:00,B22,Bridge,1.0,SK6627,DEP,2025-07-11 06:55:00+02:00,B22
KL1214,"ARR,EXP",2025-07-10 08:35:00+02:00,R015,Remote,1.0,KL1215,DEP,2025-07-11 06:55:00+02:00,D79
UX3765,ARR,2025-07-10 15:35:00+02:00,R012,Remote,1.0,UX3766,DEP,2025-07-11 06:55:00+02:00,D74
DL9566,"ARR,EXP",2025-07-10 09:50:00+02:00,B7,Bridge,1.0,DL9565,DEP,2025-07-11 06:55:00+02:00,B7
KL1500,ARR,2025-07-10 08:25:00+02:00,R012,Remote,1.0,KL1501,DEP,2025-07-11 06:55:00+02:00,D74
MF9649,ARR,2025-07-10 08:25:00+02:00,R012,Remote,1.0,MF9650,DEP,2025-07-11 06:55:00+02:00,D74
MF9703,"ARR,EXP",2025-07-10 08:15:00+02:00,B22,Bridge,1.0,MF9704,DEP,2025-07-11 06:55:00+02:00,B22
KL1196,"ARR,EXP",2025-07-10 08:15:00+02:00,B22,Bridge,1.0,KL1197,DEP,2025-07-11 06:55:00+02:00,B22
KL1350,ARR,2025-07-10 07:30:00+02:00,B16,Bridge,1.0,KL1351,DEP,2025-07-11 06:55:00+02:00,B16
KL1796,"ARR,EXP",2025-07-10 07:15:00+02:00,B7,Bridge,1.0,KL1797,DEP,2025-07-11 06:55:00+02:00,B7
DL9592,"ARR,EXP",2025-07-10 08:35:00+02:00,B22,Bridge,1.0,DL9593,DEP,2025-07-11 06:55:00+02:00,B22
TP674,ARR,2025-07-10 22:20:00+02:00,C8,Bridge,1.0,TP675,DEP,2025-07-11 07:00:00+02:00,C8
OS377,ARR,2025-07-10 22:15:00+02:00,B31,Bridge,1.0,OS378,DEP,2025-07-11 07:00:00+02:00,B31
EJU7882,"ARR,EXP",2025-07-10 19:10:00+02:00,M2,Bridge,3.0,EJU7881,DEP,2025-07-11 07:00:00+02:00,M2
LX736,ARR,2025-07-10 22:15:00+02:00,B35,Bridge,1.0,LX737,DEP,2025-07-11 07:00:00+02:00,B35
VY8309,"ARR,EXP",2025-07-10 12:35:00+02:00,B27,Bridge,1.0,VY8308,DEP,2025-07-11 07:00:00+02:00,B27
EJU7974,"ARR,EXP",2025-07-10 21:15:00+02:00,M5,Bridge,3.0,EJU7973,DEP,2025-07-11 07:00:00+02:00,M5
IB5243,"ARR,EXP",2025-07-10 12:35:00+02:00,B27,Bridge,1.0,IB5242,DEP,2025-07-11 07:00:00+02:00,B27
LO269,"ARR,EXP",2025-07-10 22:25:00+02:00,B36,Bridge,1.0,LO270,DEP,2025-07-11 07:00:00+02:00,B36
LH2310,ARR,2025-07-10 21:55:00+02:00,B15,Bridge,1.0,LH2311,DEP,2025-07-11 07:00:00+02:00,B15
KL1770,"ARR,EXP",2025-07-10 07:25:00+02:00,B6,Bridge,1.0,KL1771,DEP,2025-07-11 07:05:00+02:00,B6
KL1772,ARR,2025-07-10 10:35:00+02:00,B6,Bridge,1.0,KL1771,DEP,2025-07-11 07:05:00+02:00,B6
KE6426,ARR,2025-07-10 19:50:00+02:00,B6,Bridge,1.0,KE6427,DEP,2025-07-11 07:05:00+02:00,B6
MU1600,ARR,2025-07-10 10:35:00+02:00,B6,Bridge,1.0,MU1599,DEP,2025-07-11 07:05:00+02:00,B6
MF9330,ARR,2025-07-10 10:35:00+02:00,B6,Bridge,1.0,MF9329,DEP,2025-07-11 07:05:00+02:00,B6
MF9723,"ARR,EXP",2025-07-10 08:40:00+02:00,R010,Remote,1.0,MF9724,DEP,2025-07-11 07:10:00+02:00,D71
KL1916,"ARR,EXP",2025-07-10 08:40:00+02:00,R010,Remote,1.0,KL1917,DEP,2025-07-11 07:10:00+02:00,D71
KL1918,ARR,2025-07-10 10:55:00+02:00,R010,Remote,1.0,KL1917,DEP,2025-07-11 07:10:00+02:00,D71
KL1600,"ARR,EXP",2025-07-10 08:50:00+02:00,C12,Bridge,1.0,KL1601,DEP,2025-07-11 07:10:00+02:00,C12
MF9725,ARR,2025-07-10 10:55:00+02:00,R010,Remote,1.0,MF9724,DEP,2025-07-11 07:10:00+02:00,D71
DL9578,"ARR,EXP",2025-07-10 11:00:00+02:00,C12,Bridge,1.0,DL9579,DEP,2025-07-11 07:10:00+02:00,C12
KL1602,ARR,2025-07-10 13:00:00+02:00,C12,Bridge,1.0,KL1601,DEP,2025-07-11 07:10:00+02:00,C12
CZ7705,"ARR,EXP",2025-07-10 21:00:00+02:00,R010,Remote,1.0,CZ7704,DEP,2025-07-11 07:10:00+02:00,D71
MF9396,ARR,2025-07-10 13:00:00+02:00,C12,Bridge,1.0,MF9395,DEP,2025-07-11 07:10:00+02:00,C12
KL0978,"ARR,EXP",2025-07-10 09:50:00+02:00,D42,Bridge,2.0,KL0977,DEP,2025-07-11 07:10:00+02:00,D42
MF9681,ARR,2025-07-10 08:30:00+02:00,B24,Bridge,1.0,MF9682,DEP,2025-07-11 07:15:00+02:00,B24
MF9683,ARR,2025-07-10 11:00:00+02:00,B24,Bridge,1.0,MF9682,DEP,2025-07-11 07:15:00+02:00,B24
HV5808,ARR,2025-07-10 18:25:00+02:00,R002,Remote,1.0,HV5807,DEP,2025-07-11 07:15:00+02:00,C22
KL2562,ARR,2025-07-10 18:25:00+02:00,R002,Remote,1.0,KL2563,DEP,2025-07-11 07:15:00+02:00,C22
GA9757,"ARR,EXP",2025-07-10 18:50:00+02:00,B26,Bridge,1.0,GA9758,DEP,2025-07-11 07:15:00+02:00,B26
MF9370,ARR,2025-07-10 07:30:00+02:00,B26,Bridge,1.0,MF9371,DEP,2025-07-11 07:15:00+02:00,B26
MF9637,"ARR,EXP",2025-07-10 11:00:00+02:00,D24,Bridge,2.0,MF9636,DEP,2025-07-11 07:15:00+02:00,D24
KL1000,"ARR,EXP",2025-07-10 08:50:00+02:00,D24,Bridge,2.0,KL1001,DEP,2025-07-11 07:15:00+02:00,D24
MF9635,"ARR,EXP",2025-07-10 08:50:00+02:00,D24,Bridge,2.0,MF9636,DEP,2025-07-11 07:15:00+02:00,D24
KE6500,ARR,2025-07-10 15:30:00+02:00,B24,Bridge,1.0,KE6499,DEP,2025-07-11 07:15:00+02:00,B24
KL1848,ARR,2025-07-10 08:30:00+02:00,B24,Bridge,1.0,KL1849,DEP,2025-07-11 07:15:00+02:00,B24
MU1594,ARR,2025-07-10 11:00:00+02:00,B24,Bridge,1.0,MU1593,DEP,2025-07-11 07:15:00+02:00,B24
DL9639,"ARR,EXP",2025-07-10 08:30:00+02:00,D24,Bridge,2.0,DL9640,DEP,2025-07-11 07:15:00+02:00,D24
SK6600,ARR,2025-07-10 07:30:00+02:00,B26,Bridge,1.0,SK6601,DEP,2025-07-11 07:15:00+02:00,B26
CZ7744,"ARR,EXP",2025-07-10 19:10:00+02:00,B24,Bridge,1.0,CZ7745,DEP,2025-07-11 07:15:00+02:00,B24
KL1268,"ARR,EXP",2025-07-10 10:55:00+02:00,B26,Bridge,1.0,KL1267,DEP,2025-07-11 07:15:00+02:00,B26
MF9372,"ARR,EXP",2025-07-10 10:55:00+02:00,B26,Bridge,1.0,MF9371,DEP,2025-07-11 07:15:00+02:00,B26
SK6602,"ARR,EXP",2025-07-10 10:55:00+02:00,B26,Bridge,1.0,SK6601,DEP,2025-07-11 07:15:00+02:00,B26
KE6440,ARR,2025-07-10 15:35:00+02:00,B26,Bridge,1.0,KE6441,DEP,2025-07-11 07:15:00+02:00,B26
KL1002,"ARR,EXP",2025-07-10 11:00:00+02:00,D24,Bridge,2.0,KL1001,DEP,2025-07-11 07:15:00+02:00,D24
CZ7746,"ARR,EXP",2025-07-10 21:05:00+02:00,B24,Bridge,1.0,CZ7745,DEP,2025-07-11 07:15:00+02:00,B24
KL1850,ARR,2025-07-10 11:00:00+02:00,B24,Bridge,1.0,KL1849,DEP,2025-07-11 07:15:00+02:00,B24
KL1266,ARR,2025-07-10 07:30:00+02:00,B26,Bridge,1.0,KL1267,DEP,2025-07-11 07:15:00+02:00,B26
MU1640,"ARR,EXP",2025-07-10 11:40:00+02:00,D24,Bridge,2.0,MU1641,DEP,2025-07-11 07:15:00+02:00,D24
IB739,"ARR,EXP",2025-07-10 22:25:00+02:00,C6,Bridge,1.0,IB740,DEP,2025-07-11 07:20:00+02:00,C6
HV5314,"ARR,EXP",2025-07-10 16:40:00+02:00,D14,Bridge,1.0,HV5313,DEP,2025-07-11 07:20:00+02:00,D14
KL2756,"ARR,EXP",2025-07-10 16:40:00+02:00,D14,Bridge,1.0,KL2755,DEP,2025-07-11 07:20:00+02:00,D14
EJU7888,"ARR,EXP",2025-07-10 13:25:00+02:00,M4,Bridge,3.0,EJU7889,DEP,2025-07-11 07:40:00+02:00,M4
KL1134,ARR,2025-07-10 08:30:00+02:00,D26,Bridge,2.0,KL1135,DEP,2025-07-11 07:40:00+02:00,D26
MU1854,"ARR,EXP",2025-07-10 11:30:00+02:00,D26,Bridge,2.0,MU1853,DEP,2025-07-11 07:40:00+02:00,D26
EJU7890,"ARR,EXP",2025-07-10 14:10:00+02:00,M4,Bridge,3.0,EJU7889,DEP,2025-07-11 07:40:00+02:00,M4
KL1136,"ARR,EXP",2025-07-10 11:30:00+02:00,D26,Bridge,2.0,KL1135,DEP,2025-07-11 07:40:00+02:00,D26
KL1230,"LND,EXP",2025-07-10 11:20:00+02:00,B28,Bridge,1.0,KL1229,DEP,2025-07-11 07:45:00+02:00,B28
MH5644,ARR,2025-07-10 15:50:00+02:00,B28,Bridge,1.0,MH5645,DEP,2025-07-11 07:45:00+02:00,B28
MU1628,"ARR,EXP",2025-07-10 11:45:00+02:00,D22,Bridge,2.0,MU1629,DEP,2025-07-11 07:55:00+02:00,D22
MF9745,"ARR,EXP",2025-07-10 08:35:00+02:00,D42,Bridge,2.0,MF9746,DEP,2025-07-11 07:55:00+02:00,D42
GA9761,"ARR,EXP",2025-07-10 08:15:00+02:00,D6,Bridge,2.0,GA9760,DEP,2025-07-11 07:55:00+02:00,D6
KQ1276,"ARR,EXP",2025-07-10 08:35:00+02:00,D42,Bridge,2.0,KQ1277,DEP,2025-07-11 07:55:00+02:00,D42
KL1028,"ARR,EXP",2025-07-10 08:15:00+02:00,D6,Bridge,2.0,KL1029,DEP,2025-07-11 07:55:00+02:00,D6
KL1030,ARR,2025-07-10 11:15:00+02:00,D6,Bridge,2.0,KL1029,DEP,2025-07-11 07:55:00+02:00,D6
MF9661,ARR,2025-07-10 11:15:00+02:00,D6,Bridge,2.0,MF9660,DEP,2025-07-11 07:55:00+02:00,D6
MU1622,ARR,2025-07-10 11:15:00+02:00,D6,Bridge,2.0,MU1621,DEP,2025-07-11 07:55:00+02:00,D6
KL0936,"ARR,EXP",2025-07-10 11:45:00+02:00,D22,Bridge,2.0,KL0935,DEP,2025-07-11 07:55:00+02:00,D22
MF9760,"ARR,EXP",2025-07-10 11:45:00+02:00,D22,Bridge,2.0,MF9759,DEP,2025-07-11 07:55:00+02:00,D22
KL1828,ARR,2025-07-10 11:05:00+02:00,B6,Bridge,1.0,KL1827,DEP,2025-07-11 08:00:00+02:00,B6
LH1002,"ARR,EXP",2025-07-10 22:15:00+02:00,B17,Bridge,,LH1003,DEP,2025-07-11 08:00:00+02:00,B17
SK6671,ARR,2025-07-10 19:40:00+02:00,B6,Bridge,1.0,SK6670,DEP,2025-07-11 08:00:00+02:00,B6
KL1406,ARR,2025-07-10 11:30:00+02:00,C18,Bridge,1.0,KL1405,DEP,2025-07-11 08:05:00+02:00,C18
DL9658,"ARR,EXP",2025-07-10 19:25:00+02:00,C18,Bridge,1.0,DL9659,DEP,2025-07-11 08:05:00+02:00,C18
VN3152,"ARR,EXP",2025-07-10 10:00:00+02:00,C18,Bridge,1.0,VN3153,DEP,2025-07-11 08:05:00+02:00,C18
KQ1228,"ARR,EXP",2025-07-10 10:00:00+02:00,C18,Bridge,1.0,KQ1227,DEP,2025-07-11 08:05:00+02:00,C18
GA9241,"ARR,EXP",2025-07-10 10:00:00+02:00,C18,Bridge,1.0,GA9240,DEP,2025-07-11 08:05:00+02:00,C18
GA9241,"ARR,EXP",2025-07-10 10:00:00+02:00,C18,Bridge,1.0,GA9240,DEP,2025-07-11 08:05:00+02:00,C18
MF9320,"ARR,EXP",2025-07-10 13:25:00+02:00,C10,Bridge,1.0,MF9319,DEP,2025-07-11 08:10:00+02:00,C10
AF3187,ARR,2025-07-10 15:55:00+02:00,R017,Remote,1.0,AF3188,DEP,2025-07-11 08:10:00+02:00,D82
KL1512,"ARR,EXP",2025-07-10 13:25:00+02:00,C10,Bridge,1.0,KL1511,DEP,2025-07-11 08:10:00+02:00,C10
KL1512,"ARR,EXP",2025-07-10 13:25:00+02:00,C10,Bridge,1.0,KL1511,DEP,2025-07-11 08:10:00+02:00,C10
MU1838,ARR,2025-07-10 16:00:00+02:00,C10,Bridge,1.0,MU1839,DEP,2025-07-11 08:10:00+02:00,C10
KL1678,ARR,2025-07-10 14:20:00+02:00,R017,Remote,1.0,KL1677,DEP,2025-07-11 08:10:00+02:00,D82
