Flight Number,Airline,Status,Scheduled Time,Gate,Stand,Terminal
KE6414,,"ARR,EXP",2025-08-01T15:35:00.000+02:00,,,3
KQ1670,,"ARR,EXP",2025-08-01T15:35:00.000+02:00,,,3
MF9322,,"ARR,EXP",2025-08-01T15:35:00.000+02:00,,,3
MU1842,,"ARR,EXP",2025-08-01T15:35:00.000+02:00,,,3
KL1832,,"ARR,EXP",2025-08-01T15:35:00.000+02:00,,,2
AM6567,,"ARR,EXP",2025-08-01T15:35:00.000+02:00,,,2
DL9692,,"ARR,EXP",2025-08-01T15:35:00.000+02:00,,,2
KQ1874,,"ARR,EXP",2025-08-01T15:35:00.000+02:00,,,2
SK6691,,"ARR,EXP",2025-08-01T15:35:00.000+02:00,,,2
BT859,,"ARR,EXP",2025-08-01T15:35:00.000+02:00,,,3
KL2846,,"ARR,EXP",2025-08-01T15:35:00.000+02:00,,,3
KL1444,,"ARR,EXP",2025-08-01T15:35:00.000+02:00,,,2
AF8429,,"ARR,EXP",2025-08-01T15:35:00.000+02:00,,,2
SK6783,,"ARR,EXP",2025-08-01T15:35:00.000+02:00,,,2
BT6034,,CNX,2025-08-01T15:40:00.000+02:00,,,
DL9444,,CNX,2025-08-01T15:40:00.000+02:00,,,
KQ1426,,CNX,2025-08-01T15:40:00.000+02:00,,,
VS6937,,CNX,2025-08-01T15:40:00.000+02:00,,,
KL1046,,CNX,2025-08-01T15:40:00.000+02:00,,,
EJU7843,,DEP,2025-08-01T15:40:00.000+02:00,H5,,3
DL9239,,"DEP,DEL",2025-08-01T15:40:00.000+02:00,D49,,2
G35528,,"DEP,DEL",2025-08-01T15:40:00.000+02:00,D49,,2
KQ1473,,"DEP,DEL",2025-08-01T15:40:00.000+02:00,D49,,2
MF9756,,"DEP,DEL",2025-08-01T15:40:00.000+02:00,D49,,2
VS6991,,"DEP,DEL",2025-08-01T15:40:00.000+02:00,D49,,2
AM6319,,"DEP,DEL",2025-08-01T15:40:00.000+02:00,D49,,2
AR7810,,"DEP,DEL",2025-08-01T15:40:00.000+02:00,D49,,2
AZ3749,,"DEP,DEL",2025-08-01T15:40:00.000+02:00,D49,,2
BT6044,,"DEP,DEL",2025-08-01T15:40:00.000+02:00,D49,,2
KL0941,,"DEP,DEL",2025-08-01T15:40:00.000+02:00,D49,,2
AF8385,,"DEP,DEL",2025-08-01T15:40:00.000+02:00,D49,,2
LH2305,,"DEP,DEL",2025-08-01T15:40:00.000+02:00,B32,,1
A31411,,"DEP,DEL",2025-08-01T15:40:00.000+02:00,B32,,1
AC9063,,"DEP,DEL",2025-08-01T15:40:00.000+02:00,B32,,1
KL1374,,"ARR,EXP",2025-08-01T15:40:00.000+02:00,,,1
DL9680,,"ARR,EXP",2025-08-01T15:40:00.000+02:00,,,1
RO9363,,"ARR,EXP",2025-08-01T15:40:00.000+02:00,,,1
SK6801,,"ARR,EXP",2025-08-01T15:40:00.000+02:00,,,1
KL1432,,"ARR,EXP",2025-08-01T15:40:00.000+02:00,,,2
AF3223,,"ARR,EXP",2025-08-01T15:40:00.000+02:00,,,2
DL9610,,"ARR,EXP",2025-08-01T15:40:00.000+02:00,,,2
G35593,,"ARR,EXP",2025-08-01T15:40:00.000+02:00,,,2
KQ1416,,"ARR,EXP",2025-08-01T15:40:00.000+02:00,,,2
MU1560,,"ARR,EXP",2025-08-01T15:40:00.000+02:00,,,2
SK6735,,"ARR,EXP",2025-08-01T15:40:00.000+02:00,,,2
MS758,,"DEP,DEL",2025-08-01T15:40:00.000+02:00,G6,,3
ET1454,,"DEP,DEL",2025-08-01T15:40:00.000+02:00,G6,,3
TP7010,,"DEP,DEL",2025-08-01T15:40:00.000+02:00,G6,,3
KL1415,,DEP,2025-08-01T15:45:00.000+02:00,B3,,1
AF3198,,DEP,2025-08-01T15:45:00.000+02:00,B3,,1
DL9308,,DEP,2025-08-01T15:45:00.000+02:00,B3,,1
WS5228,,DEP,2025-08-01T15:45:00.000+02:00,B3,,1
KE6420,,ARR,2025-08-01T15:45:00.000+02:00,,,3
KQ1110,,ARR,2025-08-01T15:45:00.000+02:00,,,3
MF9302,,ARR,2025-08-01T15:45:00.000+02:00,,,3
MH5695,,ARR,2025-08-01T15:45:00.000+02:00,,,3
MU1802,,ARR,2025-08-01T15:45:00.000+02:00,,,3
SK6632,,ARR,2025-08-01T15:45:00.000+02:00,,,3
UX3746,,ARR,2025-08-01T15:45:00.000+02:00,,,3
AZ3805,,ARR,2025-08-01T15:45:00.000+02:00,,,3
CZ7750,,ARR,2025-08-01T15:45:00.000+02:00,,,3
DL9434,,ARR,2025-08-01T15:45:00.000+02:00,,,3
GA9483,,ARR,2025-08-01T15:45:00.000+02:00,,,3
KL1220,,ARR,2025-08-01T15:45:00.000+02:00,,,3
AM6354,,ARR,2025-08-01T15:45:00.000+02:00,,,3
FI506,,"ARR,EXP",2025-08-01T15:45:00.000+02:00,,,1
KL1338,,"ARR,EXP",2025-08-01T15:45:00.000+02:00,,,2
AF5195,,"ARR,EXP",2025-08-01T15:45:00.000+02:00,,,2
KL1178,,"ARR,EXP",2025-08-01T15:45:00.000+02:00,,,2
AF8306,,"ARR,EXP",2025-08-01T15:45:00.000+02:00,,,2
AZ3798,,"ARR,EXP",2025-08-01T15:45:00.000+02:00,,,2
DL9697,,"ARR,EXP",2025-08-01T15:45:00.000+02:00,,,2
KQ1202,,"ARR,EXP",2025-08-01T15:45:00.000+02:00,,,2
MH5704,,"ARR,EXP",2025-08-01T15:45:00.000+02:00,,,2
DL9677,,"ARR,EXP",2025-08-01T15:45:00.000+02:00,,,2
KL1286,,"ARR,EXP",2025-08-01T15:45:00.000+02:00,,,2
AZ3778,,"ARR,EXP",2025-08-01T15:45:00.000+02:00,,,2
DL9173,,"ARR,EXP",2025-08-01T15:45:00.000+02:00,,,2
KQ1334,,"ARR,EXP",2025-08-01T15:45:00.000+02:00,,,2
KL1934,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,2
AM6521,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,2
CZ1360,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,2
DL9530,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,2
KE6412,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,2
KQ1930,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,2
MF9621,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,2
MH5644,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,2
MU1788,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,2
SK6621,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,2
KL0928,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,1
AZ3744,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,1
BT6027,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,1
CZ1368,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,1
DL9505,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,1
KQ1282,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,1
MF9749,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,1
MU1808,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,1
SK6711,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,1
VS6971,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,1
KL1778,,ARR,2025-08-01T15:50:00.000+02:00,,,2
AM6637,,ARR,2025-08-01T15:50:00.000+02:00,,,2
CZ7655,,ARR,2025-08-01T15:50:00.000+02:00,,,2
DL9463,,ARR,2025-08-01T15:50:00.000+02:00,,,2
MF9334,,ARR,2025-08-01T15:50:00.000+02:00,,,2
UX3751,,ARR,2025-08-01T15:50:00.000+02:00,,,2
OR1074,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,4
MH5694,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,2
KL1234,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,2
DL9525,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,2
KQ1158,,"ARR,EXP",2025-08-01T15:50:00.000+02:00,,,2
EJU7879,,DEP,2025-08-01T15:55:00.000+02:00,M2,,3
DL9230,,DEP,2025-08-01T15:55:00.000+02:00,D24,,2
G35532,,DEP,2025-08-01T15:55:00.000+02:00,D24,,2
KQ1289,,DEP,2025-08-01T15:55:00.000+02:00,D24,,2
MF9750,,DEP,2025-08-01T15:55:00.000+02:00,D24,,2
SK6722,,DEP,2025-08-01T15:55:00.000+02:00,D24,,2
VS6979,,DEP,2025-08-01T15:55:00.000+02:00,D24,,2
KL0931,,DEP,2025-08-01T15:55:00.000+02:00,D24,,2
BT6021,,DEP,2025-08-01T15:55:00.000+02:00,D24,,2
CZ7724,,DEP,2025-08-01T15:55:00.000+02:00,D24,,2
RJ152,,DEP,2025-08-01T15:55:00.000+02:00,G2,,3
KL1011,,"DEP,DEL",2025-08-01T15:55:00.000+02:00,E21,,2
CI9359,,"DEP,DEL",2025-08-01T15:55:00.000+02:00,E21,,2
CZ7604,,"DEP,DEL",2025-08-01T15:55:00.000+02:00,E21,,2
G35530,,"DEP,DEL",2025-08-01T15:55:00.000+02:00,E21,,2
KQ1023,,"DEP,DEL",2025-08-01T15:55:00.000+02:00,E21,,2
MF9640,,"DEP,DEL",2025-08-01T15:55:00.000+02:00,E21,,2
VS7063,,"DEP,DEL",2025-08-01T15:55:00.000+02:00,E21,,2
AF1840,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
AM6165,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
CI9224,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
DL8570,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
KL2439,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
KQ3068,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
WS5005,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
KL1978,,ARR,2025-08-01T15:55:00.000+02:00,,,3
DL9490,,ARR,2025-08-01T15:55:00.000+02:00,,,3
KL1646,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
DL9523,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
KQ1566,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
SK6841,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
KL1168,,ARR,2025-08-01T15:55:00.000+02:00,,,2
AZ3763,,ARR,2025-08-01T15:55:00.000+02:00,,,2
DL9465,,ARR,2025-08-01T15:55:00.000+02:00,,,2
KQ1190,,ARR,2025-08-01T15:55:00.000+02:00,,,2
AZ3739,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
KQ1524,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
VS6916,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
KL1058,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
AF3193,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
KL1844,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
AM6470,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
DL9678,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
SK6775,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
KL1140,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,1
KQ0946,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,1
MF9739,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,1
MU1898,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,1
RO9305,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,1
BT6042,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,1
DL9665,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,1
CZ1355,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
DL9276,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
KQ1962,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
MF9729,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
MH5677,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
MU1916,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
SK6645,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
KL1922,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
AM6449,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
KL1356,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,3
CI9490,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,3
DL9693,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,3
GA9531,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,3
KQ1358,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,3
KL1946,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
AF3187,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
DL9472,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
KQ1990,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
SK6719,,"ARR,EXP",2025-08-01T15:55:00.000+02:00,,,2
KL1756,,CNX,2025-08-01T16:00:00.000+02:00,,,
AM6234,,CNX,2025-08-01T16:00:00.000+02:00,,,
CZ7783,,CNX,2025-08-01T16:00:00.000+02:00,,,
DL9538,,CNX,2025-08-01T16:00:00.000+02:00,,,
KE6436,,CNX,2025-08-01T16:00:00.000+02:00,,,
KQ1782,,CNX,2025-08-01T16:00:00.000+02:00,,,
MU1610,,CNX,2025-08-01T16:00:00.000+02:00,,,
KL0897,,DEP,2025-08-01T16:00:00.000+02:00,E22,,2
AF8443,,DEP,2025-08-01T16:00:00.000+02:00,E22,,2
CZ0768,,DEP,2025-08-01T16:00:00.000+02:00,E22,,2
DL9306,,"DEP,DEL",2025-08-01T16:00:00.000+02:00,B7,,1
G35535,,"DEP,DEL",2025-08-01T16:00:00.000+02:00,B7,,1
KL1187,,"DEP,DEL",2025-08-01T16:00:00.000+02:00,B7,,1
AF8280,,"DEP,DEL",2025-08-01T16:00:00.000+02:00,B7,,1
OR1531,,DEP,2025-08-01T16:00:00.000+02:00,C22,,3
EZY3441,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,4
KL1334,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,1
AF3178,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,1
DL9681,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,1
KL1326,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,2
AF8288,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,2
DL9313,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,2
CD508,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,3
OR1251,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,3
KL1706,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,1
AM6376,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,1
DL9469,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,1
GA9219,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,1
KQ1726,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,1
MF9358,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,1
MH5706,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,1
MU1838,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,1
AM6408,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,2
AZ3748,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,2
BT6048,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,2
DL9520,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,2
MF9764,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,2
VS6985,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,2
AF8337,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,2
KL0940,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,2
KQ1054,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,2
VS6951,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,2
KL1080,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,2
AZ3783,,"ARR,EXP",2025-08-01T16:00:00.000+02:00,,,2
KL0917,,"DEP,DEL",2025-08-01T16:05:00.000+02:00,D51,,2
AF8365,,"DEP,DEL",2025-08-01T16:05:00.000+02:00,D51,,2
DL9181,,"DEP,DEL",2025-08-01T16:05:00.000+02:00,D51,,2
G35522,,"DEP,DEL",2025-08-01T16:05:00.000+02:00,D51,,2
KQ1449,,"DEP,DEL",2025-08-01T16:05:00.000+02:00,D51,,2
VS6910,,"DEP,DEL",2025-08-01T16:05:00.000+02:00,D51,,2
KL1141,,DEP,2025-08-01T16:05:00.000+02:00,D6,,2
BT6037,,DEP,2025-08-01T16:05:00.000+02:00,D6,,2
DL9590,,DEP,2025-08-01T16:05:00.000+02:00,D6,,2
G35565,,DEP,2025-08-01T16:05:00.000+02:00,D6,,2
MF9740,,DEP,2025-08-01T16:05:00.000+02:00,D6,,2
KL1129,,"DEP,DEL",2025-08-01T16:05:00.000+02:00,D6,,2
DL9233,,"DEP,DEL",2025-08-01T16:05:00.000+02:00,D6,,2
WS5230,,"DEP,DEL",2025-08-01T16:05:00.000+02:00,D6,,2
KL1202,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
AM6430,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
DL9676,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
GA9481,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
KE6432,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
KQ1146,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
MF9786,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
MH5672,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
SK6620,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
KL1034,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
AM6412,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
AZ3771,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
BT6017,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
CI8592,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
DL9623,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
GA9019,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
KE6424,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
KQ1076,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
MF9665,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
VS7073,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
KL1272,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,1
AM6380,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,1
AZ3767,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,1
CZ7756,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,1
DL9484,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,1
KQ1124,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,1
MF9376,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,1
MH5636,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,1
SK6606,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,1
KL0958,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
DL9648,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
VS7094,,"ARR,EXP",2025-08-01T16:05:00.000+02:00,,,2
HV5093,,DEP,2025-08-01T16:10:00.000+02:00,C18,,1
KL1306,,ARR,2025-08-01T16:10:00.000+02:00,,,2
DL9489,,ARR,2025-08-01T16:10:00.000+02:00,,,2
TK1961,,"ARR,EXP",2025-08-01T16:10:00.000+02:00,,,3
KL1904,,"ARR,EXP",2025-08-01T16:10:00.000+02:00,,,2
AM6635,,"ARR,EXP",2025-08-01T16:10:00.000+02:00,,,2
CI8574,,"ARR,EXP",2025-08-01T16:10:00.000+02:00,,,2
DL9272,,"ARR,EXP",2025-08-01T16:10:00.000+02:00,,,2
KQ1846,,"ARR,EXP",2025-08-01T16:10:00.000+02:00,,,2
MF9788,,"ARR,EXP",2025-08-01T16:10:00.000+02:00,,,2
SK6809,,"ARR,EXP",2025-08-01T16:10:00.000+02:00,,,2
KL1954,,CNX,2025-08-01T16:15:00.000+02:00,,,
CZ7751,,CNX,2025-08-01T16:15:00.000+02:00,,,
DL9499,,CNX,2025-08-01T16:15:00.000+02:00,,,
KQ1576,,CNX,2025-08-01T16:15:00.000+02:00,,,
MF9317,,CNX,2025-08-01T16:15:00.000+02:00,,,
WB1044,,DEP,2025-08-01T16:15:00.000+02:00,F8,,3
WY6324,,DEP,2025-08-01T16:15:00.000+02:00,F8,,3
VA6061,,DEP,2025-08-01T16:15:00.000+02:00,F8,,3
QR274,,DEP,2025-08-01T16:15:00.000+02:00,F8,,3
MH9766,,DEP,2025-08-01T16:15:00.000+02:00,F8,,3
KL1101,,DEP,2025-08-01T16:15:00.000+02:00,D6,,2
AF3156,,DEP,2025-08-01T16:15:00.000+02:00,D6,,2
VS6929,,DEP,2025-08-01T16:15:00.000+02:00,D6,,2
KL1357,,"DEP,DEL",2025-08-01T16:15:00.000+02:00,D66,,1
CI9487,,"DEP,DEL",2025-08-01T16:15:00.000+02:00,D66,,1
DL9637,,"DEP,DEL",2025-08-01T16:15:00.000+02:00,D66,,1
WS5236,,"DEP,DEL",2025-08-01T16:15:00.000+02:00,D66,,1
OR3097,,DEP,2025-08-01T16:15:00.000+02:00,D4,,3
KL1179,,"DEP,DEL",2025-08-01T16:15:00.000+02:00,B3,,1
DL9252,,"DEP,DEL",2025-08-01T16:15:00.000+02:00,B3,,1
G35674,,"DEP,DEL",2025-08-01T16:15:00.000+02:00,B3,,1
KL1235,,"DEP,DEL",2025-08-01T16:15:00.000+02:00,C15,,1
DL9242,,"DEP,DEL",2025-08-01T16:15:00.000+02:00,C15,,1
G35657,,"DEP,DEL",2025-08-01T16:15:00.000+02:00,C15,,1
OR1642,,ARR,2025-08-01T16:15:00.000+02:00,,,4
LH2306,,"ARR,EXP",2025-08-01T16:15:00.000+02:00,,,1
AC9321,,"ARR,EXP",2025-08-01T16:15:00.000+02:00,,,1
WY5362,,"ARR,EXP",2025-08-01T16:15:00.000+02:00,,,1
BA8454,,DEP,2025-08-01T16:20:00.000+02:00,D26,,3
KL1307,,"DEP,DEL",2025-08-01T16:20:00.000+02:00,B22,,1
AF8314,,"DEP,DEL",2025-08-01T16:20:00.000+02:00,B22,,1
DL9238,,"DEP,DEL",2025-08-01T16:20:00.000+02:00,B22,,1
HV5759,,DEP,2025-08-01T16:20:00.000+02:00,D16,,1
KL2627,,DEP,2025-08-01T16:20:00.000+02:00,D16,,1
EJU4232,,"DEP,DEL",2025-08-01T16:20:00.000+02:00,M4,,3
EI608,,"ARR,EXP",2025-08-01T16:20:00.000+02:00,,,1
KL1544,,"ARR,EXP",2025-08-01T16:20:00.000+02:00,,,3
DL9176,,"ARR,EXP",2025-08-01T16:20:00.000+02:00,,,3
HV5793,,DEP,2025-08-01T16:25:00.000+02:00,C9,,1
EJU7887,,DEP,2025-08-01T16:25:00.000+02:00,,,3
KL1287,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,B30,,1
DL9178,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,B30,,1
KQ1335,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,B30,,1
KL1833,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,B5,,1
AM6233,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,B5,,1
CZ1370,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,B5,,1
DL9410,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,B5,,1
SK6676,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,B5,,1
AZ3785,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,D6,,2
DL9289,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,D6,,2
G35527,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,D6,,2
VS6965,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,D6,,2
KL1091,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,D6,,2
AF8335,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,D6,,2
OR3017,,DEP,2025-08-01T16:25:00.000+02:00,D52,,3
KL0949,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,E21,,2
AF8237,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,E21,,2
DL9352,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,E21,,2
KQ0947,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,E21,,2
VS7102,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,E21,,2
KL1035,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,D41,,2
AM6330,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,D41,,2
BT6014,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,D41,,2
CZ7609,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,D41,,2
G35508,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,D41,,2
MF9666,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,D41,,2
VS7080,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,D41,,2
DL9365,,"DEP,DEL",2025-08-01T16:25:00.000+02:00,D41,,2
EJU7980,,"ARR,EXP",2025-08-01T16:25:00.000+02:00,,,3
KL1366,,"ARR,EXP",2025-08-01T16:25:00.000+02:00,,,3
MF9778,,"ARR,EXP",2025-08-01T16:25:00.000+02:00,,,3
MU1656,,"ARR,EXP",2025-08-01T16:25:00.000+02:00,,,3
SK6727,,"ARR,EXP",2025-08-01T16:25:00.000+02:00,,,3
DL9474,,"ARR,EXP",2025-08-01T16:25:00.000+02:00,,,3
KQ1739,,DEP,2025-08-01T16:30:00.000+02:00,B34,,1
UX3767,,DEP,2025-08-01T16:30:00.000+02:00,B34,,1
DL9354,,DEP,2025-08-01T16:30:00.000+02:00,B34,,1
KL1713,,DEP,2025-08-01T16:30:00.000+02:00,B34,,1
IB5244,,DEP,2025-08-01T16:30:00.000+02:00,B23,,1
VY8310,,DEP,2025-08-01T16:30:00.000+02:00,B23,,1
QR3528,,DEP,2025-08-01T16:30:00.000+02:00,B23,,1
KL0959,,"DEP,DEL",2025-08-01T16:30:00.000+02:00,D56,,2
G35540,,"DEP,DEL",2025-08-01T16:30:00.000+02:00,D56,,2
VS7099,,"DEP,DEL",2025-08-01T16:30:00.000+02:00,D56,,2
DL9385,,"DEP,DEL",2025-08-01T16:30:00.000+02:00,B6,,1
SK6770,,"DEP,DEL",2025-08-01T16:30:00.000+02:00,B6,,1
KL1845,,"DEP,DEL",2025-08-01T16:30:00.000+02:00,B6,,1
AM6337,,"DEP,DEL",2025-08-01T16:30:00.000+02:00,B6,,1
KL1297,,DEP,2025-08-01T16:35:00.000+02:00,D73,,1
AF8303,,DEP,2025-08-01T16:35:00.000+02:00,D73,,1
DL9328,,DEP,2025-08-01T16:35:00.000+02:00,D73,,1
